pH,Conc(mM),ApproT1(sec),ExpT1(ms),ExpT2(ms),ExpB1(percent),ExpB0(ppm),ExpB0(Hz),Temp,SatPower(uT),SatTime(ms),-149.998,-148.998,-147.998,-12,-11,-10,-9,-6,-3,-2.75,-2.5,-2.25,-2,-1.8,-1.6,-1.4,-1.2,-1,-0.8,-0.6,-0.4,-0.2,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,2.2,2.4,2.6,2.8,3,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,6,6.1,6.2,6.3,6.4,6.5,6.6,6.8,7,7.2,7.4,7.6,7.8,8,9,10,11,12
6.22,24.943,3.4,3985.2,445.04,111.11,0.17281,51.9,37,0.5,6000,25124,22319,22065,22130,22124,22213,22083,22158,22182,22229,22182,22303,22431,22293,22202,22469,22200,22200,21970,22085,22135,22074,21556,14987,21419,22130,22100,22021,22234,22093,22143,22058,22040,22154,22095,22186,22154,22098,22074,22001,22142,22198,22008,22231,22234,22214,22317,22236,22134,22071,22066,22188,22269,22282,22197,22296,22151,22118,22278,22147,22270,22162,22149,22269,22241,22094,22036,22164,22217,22280,22003,21874,22064,22001,22033,22108,22172,22129,22062,22145,22186,21984,22098,22075
6.4,24.933,3.4,3995.8,448.68,112.33,0.19532,58.663,37,0.5,6000,27669,24311,24112,24003,24167,24204,24173,24005,24126,24233,24266,24389,24208,24258,24084,24316,24219,24206,23993,24168,24203,24144,23763,14330,23335,24084,23828,24424,24032,24230,24100,24123,24191,23916,23938,24156,24285,24204,24337,24351,24048,24166,24218,24097,24062,24303,24147,24079,24230,24271,24092,24142,24129,24143,24166,23962,24131,24106,23974,23927,24249,24140,24056,24079,24038,24046,24166,23937,24013,24068,24001,24087,24244,24010,24133,24160,24085,24099,24151,23828,24147,24211,23983,24078
6.52,24.908,3.4,3904.3,472.26,108.65,0.14507,43.57,37,0.5,6000,26677,23620,23529,23641,23515,23515,23589,23524,23470,23424,23680,23564,23477,23607,23637,23520,23500,23499,23560,23462,23274,23308,22776,21557,23376,23593,23446,23413,23590,23410,23465,23429,23335,23508,23408,23499,23441,23561,23489,23528,23448,23365,23569,23319,23393,23237,23522,23550,23359,23591,23400,23249,23355,23420,23470,23472,23501,23403,23430,23359,23397,23262,23209,23381,23281,23341,23302,23399,23525,23486,23261,23577,23394,23442,23599,23428,23475,23328,23376,23510,23393,23275,23445,23503
6.68,24.846,3.4,3959.1,473.13,103.57,0.10358,31.11,37,0.5,6000,24352,21693,21579,21774,21655,21706,21888,21693,21717,21503,21597,21766,21436,21552,21462,21738,21467,21653,21684,21385,21624,21408,20580,20881,21447,21559,21403,21656,21637,21620,21466,21744,21621,21507,21497,21583,21454,21369,21535,21432,21488,21501,21530,21506,21374,21421,21324,21478,21424,21531,21651,21362,21617,21477,21482,21563,21469,21465,21453,21594,21538,21508,21628,21541,21467,21593,21495,21576,21470,21597,21570,21551,21551,21575,21587,21467,21468,21623,21325,21626,21567,21514,21445,21513
6.85,24.755,3.4,3958.2,431.45,94.369,-0.016316,-4.9002,37,0.5,6000,20751,18412,18382,18478,18407,18388,18440,18470,18449,18349,18455,18353,18398,18360,18272,18334,18351,18235,18424,18371,18222,17842,11883,17630,18380,18299,18155,18521,18305,18311,18374,18411,18285,18342,18325,18403,18231,18263,18359,18259,18342,18099,18071,18475,18222,18214,18282,18324,18243,18279,18252,18217,18200,18074,18042,18258,18464,18302,18320,18503,18187,18091,18243,18281,18209,18410,18296,18319,18108,18191,18346,18315,18385,18267,18335,18085,18287,18201,18150,18312,18236,18350,18347,18186
6.98,24.893,3.4,3939.2,389.06,112.01,0.043583,13.09,37,0.5,6000,24677,21651,21823,21820,21777,21731,21454,21731,21763,21515,21697,21652,21748,21919,21750,21722,21743,21721,21633,21585,21562,21427,13206,20632,21547,21684,21608,21765,21546,21603,21607,21590,21623,21568,21663,21636,21631,21851,21631,21714,21631,21446,21809,21772,21613,21598,21885,21647,21535,21695,21710,21670,21731,21627,21669,21595,21543,21622,21494,21723,21676,21786,21590,21606,21794,21672,21425,21682,21572,21556,21518,21525,21712,21622,21736,21544,21831,21692,21384,21613,21595,21435,21602,21736
7.12,24.918,3.4,3995.5,337.61,116.88,0.039824,11.96,37,0.5,6000,27364,24328,24074,24069,23942,23990,23948,23873,24040,24029,23967,24026,23904,24177,24168,24111,24046,23927,23947,24098,23962,23726,15202,22816,23659,23814,23851,23782,23910,23777,24091,23822,23785,23884,23874,23944,23993,24109,23949,24014,24013,24001,24035,23801,23797,23889,23948,23810,23869,24004,23824,24043,23823,23865,23800,23776,23840,23951,23853,23841,23861,23852,24072,24028,23978,23814,23994,23964,23931,23702,24063,24024,23852,23746,24007,23880,23956,23814,23820,23673,23954,24003,23852,24046
7.27,24.543,3.4,3940.5,306.56,113.14,0.035269,10.593,37,0.5,6000,26892,23854,23839,23736,23688,23479,23727,23704,23675,23636,23509,23651,23846,23743,23763,23573,23544,23671,23491,23516,23601,23234,9355.3,22566,23497,23536,23517,23683,23537,23658,23614,23653,23573,23425,23655,23653,23623,23568,23819,23703,23550,23525,23537,23501,23607,23536,23432,23525,23403,23399,23510,23554,23484,23459,23507,23610,23583,23361,23478,23702,23750,23541,23765,23672,23529,23696,23518,23792,23566,23602,23465,23572,23636,23619,23463,23742,23633,23616,23436,23492,23748,23477,23588,23768
6.25,24.943,1.4,1650.3,390.01,105.97,-0.025923,-7.7857,37,0.5,6000,25274,24863,24887,24986,24780,24755,24851,24850,25016,24847,24737,24786,24778,24803,24879,24862,24894,24942,24844,24741,24782,24326,17486,24586,24640,24763,24730,24831,24607,24696,24800,24737,24664,24627,24785,24737,24602,24757,24625,24702,24670,24690,24705,24752,24671,24801,24764,24614,24657,24728,24778,24729,24671,24872,24596,24749,24704,24582,24805,24767,24613,24616,24733,24539,24648,24704,24867,24795,24867,24721,24736,24660,24663,24859,24620,24611,24649,24618,24694,24646,24749,24646,24530,24707
