pH,Conc(mM),ApproT1(sec),ExpT1(ms),ExpT2(ms),ExpB1(percent),ExpB0(ppm),ExpB0(Hz),Temp,SatPower(uT),SatTime(ms),-149.998,-148.998,-147.998,-146.998,-145.998,-12,-11,-10,-9,-6,-3,-2.75,-2.5,-2.25,-2,-1.8,-1.6,-1.4,-1.2,-1,-0.8,-0.6,-0.4,-0.2,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,2.2,2.4,2.6,2.8,3,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,6,6.1,6.2,6.3,6.4,6.5,6.6,6.8,7,7.2,7.4,7.6,7.8,8,9,10,11,12
6.22,24.943,3.4,4213.3,456.22,105.66,0.5571,167.32,40,2,4000,24475,19626,19810,19724,19764,19447,19555,19608,19310,19456,19217,19296,19316,18967,19154,19138,19093,18802,18733,18568,17854,17833,17069,15940,13829,9801.6,3382.4,1123.6,4265.6,8082.9,10712,12949,15092,16435,16657,17047,16950,17399,18036,18520,18662,19019,18884,19096,19161,18663,19150,18984,18921,18944,19079,18893,19132,18862,18721,18414,18315,18322,18325,18607,19183,18995,18743,18913,18703,19053,18635,18367,18202,17788,17888,18239,18596,18733,18756,19015,18929,19270,19336,19352,19531,19432,19436,19521,19325,19560
6.4,24.933,3.4,4267.4,472.97,105.28,0.5743,172.48,40,2,4000,26112,21229,20570,20783,20602,20523,20426,20536,20583,20541,20281,20570,20466,20343,20056,20270,20283,20297,19639,19443,19257,18983,18360,17303,15337,11330,4203.9,949.61,4002.2,8278.5,10796,13131,15615,17104,18025,17917,17856,18273,19272,19616,19917,20011,20040,20116,20091,19972,20200,20073,20027,19965,20025,20015,20059,19856,19537,19375,18989,18994,19158,19300,19493,20070,20013,20082,19935,19748,19905,19399,19327,18967,18729,19076,19288,19562,19952,20151,20279,20607,20546,20622,20743,20859,20522,20605,20650,20429
6.52,24.908,3.4,4231.8,514.07,90.816,0.31068,93.31,40,2,4000,20543,16999,16780,16743,16796,16636,16613,16622,16678,16572,16482,16627,16326,16258,16456,16165,16093,15956,15804,15628,15276,14840,13904,11782,7932.1,2368.6,1324.4,4872.2,7834.3,9882.5,11643,13374,14138,14357,14601,14794,15102,15803,16042,16118,16070,16277,16276,16245,16163,16116,16373,16239,16266,16015,15939,15920,15538,15248,15198,15136,15506,15758,15839,16045,16130,16087,15921,15978,15872,15357,15546,15370,15591,15502,15675,16052,16030,16333,16275,16440,16471,16694,16496,16519,16453,16423,16687,16575,16598,16826
6.68,24.846,3.4,4198.8,409.31,112.26,0.20957,62.941,40,2,4000,24801,19609,19049,19627,19520,19226,19178,19278,19007,19221,19026,19149,19089,18881,18598,18624,18328,18303,17927,17393,16852,15824,13852,10357,4509.1,896.19,2671.4,6642.1,9139.4,11485,13603,15296,15993,16337,16673,17267,17656,18049,18353,18649,18518,18471,18699,18359,18399,18407,18450,18504,18296,17787,17668,17447,16843,16647,16811,17177,17591,17942,18302,18330,18059,18175,18155,17971,17948,17805,17745,17789,18086,18211,18532,18348,18650,18794,18809,19188,19090,19132,19262,19209,19240,19463,19396,19339,19219,19263
6.85,24.755,3.4,4226.9,371.56,114.66,0.29256,87.867,40,2,4000,26811,21128,21031,20943,21210,20825,20828,20902,20809,20805,20737,20662,20517,20503,20313,20124,20201,19904,19616,19132,18451,17315,15755,12463,6989.7,1539.2,1387.9,4859.8,8597.9,11429,13571,15662,16628,17381,17856,18406,18951,19052,19530,19436,19795,19972,19992,19921,19773,19705,19673,19715,19460,19214,18923,18472,18269,17543,17262,17437,18415,18754,19171,19287,19497,19804,19682,19657,19692,19384,19860,19837,19725,19961,19976,19933,20238,20294,20240,20427,20514,20878,20713,20886,20902,20904,20873,21196,20982,21019
6.98,24.893,3.4,4214.7,375.17,112.24,0.24939,74.902,40,2,4000,26619,21095,20844,20856,20696,20562,20705,20596,20884,20597,20136,20329,20353,20205,20096,19997,19979,19649,19299,18762,18068,17127,14940,11272,5857.9,1122.2,1672.3,5599.6,9102.3,11580,13945,15370,16619,17318,17695,18252,19272,19002,19147,19538,19718,19535,19440,19439,19554,19140,19465,19194,19262,18857,18467,18381,17755,17685,16877,17449,18384,18372,18904,19080,19327,19471,19696,19604,19390,19440,19564,19614,19470,19763,19724,19898,20111,20165,20317,20139,20237,20494,20621,20369,20719,20784,20639,20723,20811,21000
7.12,24.918,3.4,4278.2,362.9,96.217,0.040761,12.242,40,2,4000,20445,16859,16466,16436,16431,16490,16294,16314,16524,16248,16289,16099,16096,16179,15859,15639,15398,15373,15054,14499,13535,12004,8933.9,4197.7,925.65,1789.5,5018.1,7734.7,10055,11519,12798,13481,13879,14622,14738,15055,15150,15166,15414,15180,15478,15469,15271,15352,15218,15161,15131,14644,14632,14280,13768,13414,13562,14040,14366,14500,14931,15295,15490,15520,15382,15753,15366,15736,15707,15822,16045,16041,16077,16036,15932,15954,16080,16032,16190,16188,16290,16380,16294,16125,16373,16112,16449,16474,16575,16271
7.27,24.543,3.4,4207.5,290.29,112.89,0.1282,38.503,40,2,4000,24038,19233,18985,18947,19066,18824,18798,18978,18689,18725,18465,18448,18555,18243,18074,17666,17523,17127,16723,16031,14811,12454,9693.1,5195.1,1313.7,1118.9,3386.6,6882.1,9965.5,12246,13699,14793,15191,15903,16483,16594,16726,17031,17002,17163,17194,17140,16993,17089,16866,16863,16765,16786,16547,16338,16179,16168,16299,16104,16373,16462,16928,17112,17356,17588,17781,17975,17865,18116,18146,18171,18366,18264,18147,18297,18250,18435,18339,18455,18514,18511,18778,18684,18621,18827,18607,18750,18848,18822,18748,18663
6.25,24.943,1.4,1708.2,341.18,115.23,0.0037368,1.1223,40,2,4000,28584,26595,26592,26775,26677,26348,26656,26463,26773,26361,26111,26072,26028,26002,25603,25472,25341,25112,24581,23882,22637,20466,15971,7249.8,1392.9,5426.3,12171,16428,19024,21388,22859,23617,23966,24027,24518,25070,25642,25884,25993,25970,25888,26317,26286,26042,26058,25997,26103,26095,25861,25713,25309,25375,25576,25853,25886,26140,26127,26173,25875,26159,25873,25607,25661,25296,24976,25496,25764,25875,25938,26244,26378,26424,26515,26346,26469,26515,26573,26559,26394,26539,26793,26707,26636,26770,26639,26508
